check_id	access_claim_id	disposition	risk	option_set	reason	review_issue	owner	review_by	implementation_path	implementation_symbol
7770000		unresolved	critical	all
7770001		unresolved	critical	all
7770002	check:7770002/access	region_sufficient	critical	all	Caelid access suffices because StartGrace.slot_data unconditionally sends festival flag 9410; test_radahn_festival_flag_force_set guards the bypass.	#1271			greenfield/eldenring/tests/test_gf_features_smoke.py	test_radahn_festival_flag_force_set
7770003		unresolved	critical	all
7770004		unresolved	critical	all
7770005		unresolved	critical	all
7770006		unresolved	critical	all
7770007		unresolved	critical	all
7770008	check:7770008/access	unresolved	critical	all
7770009	check:7770009/access	unresolved	critical	all
7770010		unresolved	critical	all
7770011		unresolved	critical	all
7770012		unresolved	critical	all
7770013		unresolved	critical	all
7770014		unresolved	critical	all
7770015		unresolved	critical	all
7770016		unresolved	critical	all
7770017	check:7770017/access	unresolved	critical	all
7770018		unresolved	critical	all
7770019		unresolved	critical	all
7770020		unresolved	critical	all
7770021		unresolved	critical	all
7770022		unresolved	critical	all
7770023		unresolved	critical	all
7770024		unresolved	critical	all
7770025		unresolved	critical	all
7770026		unresolved	critical	all
7770027		unresolved	critical	all
7770028		unresolved	critical	all
7770029		unresolved	critical	all
7770030		unresolved	critical	all
7770031		unresolved	critical	all
7770032		unresolved	critical	all
7770033		unresolved	critical	all
7770034		unresolved	critical	all
7770035		unresolved	critical	all
7770036		unresolved	critical	all
7770037		unresolved	critical	all
7770038		unresolved	critical	all
7770039	check:7770039/access	unresolved	critical	all
7770040		unresolved	critical	all
7770041		unresolved	critical	all
7770042		unresolved	critical	all
7770043		unresolved	critical	all
7770044		unresolved	critical	all
7770045		unresolved	critical	all
7770046		unresolved	critical	all
7770047		unresolved	critical	all
7770048		unresolved	critical	all
7770049		unresolved	critical	all
7770050		unresolved	critical	all
7770051		unresolved	critical	all
7770052		unresolved	critical	all
7770053		unresolved	critical	all
7770054		unresolved	critical	all
7770055		unresolved	critical	all
7770056		unresolved	critical	all
7770057		unresolved	critical	all
7770058		unresolved	critical	all
7770059		unresolved	critical	all
7770060		unresolved	critical	all
7770061		unresolved	critical	all
7770062		unresolved	critical	all
7770063		unresolved	critical	all
7770064		unresolved	critical	all
7770065		unresolved	critical	all
7770066		unresolved	critical	all
7770067		unresolved	critical	all
7770068		unresolved	critical	all
7770069		unresolved	critical	all
7770070		unresolved	critical	all
7770071		unresolved	critical	all
7770072		unresolved	critical	all
7770073		unresolved	critical	all
7770074		unresolved	critical	all
7770075		unresolved	critical	all
7770076		unresolved	critical	all
7770077		unresolved	critical	all
7770078		unresolved	critical	all
7770079		unresolved	critical	all
7770080		unresolved	critical	all
7770081		unresolved	critical	all
7770082		unresolved	critical	all
7770083		unresolved	critical	all
7770084		unresolved	critical	all
7770085		unresolved	critical	all
7770086		unresolved	critical	all
7770087		unresolved	critical	all
7770088		unresolved	critical	all
7770089		unresolved	critical	all
7770090		unresolved	critical	all
7770091		unresolved	critical	all
7770092		unresolved	critical	all
7770093		unresolved	critical	all
7770094		unresolved	critical	all
7770095		unresolved	critical	all
7770096		unresolved	critical	all
7770097		unresolved	critical	all
7770098		unresolved	critical	all
7770099		unresolved	critical	all
7770100		unresolved	critical	all
7770101		unresolved	critical	all
7770102		unresolved	critical	all
7770103		unresolved	critical	all
7770104		unresolved	critical	all
7770105		unresolved	critical	all
7770106		unresolved	critical	all
7770107		unresolved	critical	all
7770108		unresolved	critical	all
7770109		unresolved	critical	all
7770110		unresolved	critical	all
7770111		unresolved	critical	all
7770112		unresolved	critical	all
7770113		unresolved	critical	all
7770114		unresolved	critical	all
7770115		unresolved	critical	all
7770116		unresolved	critical	all
7770117		unresolved	critical	all
7770118		unresolved	critical	all
7770119		unresolved	critical	all
7770120		unresolved	critical	all
7770121		unresolved	critical	all
7770122		unresolved	critical	all
7770123		unresolved	critical	all
7770124		unresolved	critical	all
7770125		unresolved	critical	all
7770126		unresolved	critical	all
7770127		unresolved	critical	all
7770128		unresolved	critical	all
7770129		unresolved	critical	all
7770130		unresolved	critical	all
7770131		unresolved	critical	all
7770132		unresolved	critical	all
7770133		unresolved	critical	all
7770134		unresolved	critical	all
7770135		unresolved	critical	all
7770136		unresolved	critical	all
7770137		unresolved	critical	all
7770138		unresolved	critical	all
7770139		unresolved	critical	all
7770140		unresolved	critical	all
7770141		unresolved	critical	all
7770142		unresolved	critical	all
7770143		unresolved	critical	all
7770144		unresolved	critical	all
7770145		unresolved	critical	all
7770146		unresolved	critical	all
7770147		unresolved	critical	all
7770148		unresolved	critical	all
7770149		unresolved	critical	all
7770150		unresolved	critical	all
7770151		unresolved	critical	all
7770152		unresolved	critical	all
7770153		unresolved	critical	all
7770154		unresolved	critical	all
7770155		unresolved	critical	all
7770156		unresolved	critical	all
7770157		unresolved	critical	all
7770158		unresolved	critical	all
7770159		unresolved	critical	all
7770160		unresolved	critical	all
7770161		unresolved	critical	all
7770162		unresolved	critical	all
7770163		unresolved	critical	all
7770164		unresolved	critical	all
7770165		unresolved	critical	all
7770166		unresolved	critical	all
7770167		unresolved	critical	all
7770168		unresolved	critical	all
7770169		unresolved	critical	all
7770170		unresolved	critical	all
7770171		unresolved	critical	all
7770172		unresolved	critical	all
7770173		unresolved	critical	all
7770174		unresolved	critical	all
7770175		unresolved	critical	all
7770176		unresolved	critical	all
7770177		unresolved	critical	all
7770178		unresolved	critical	all
7770179		unresolved	critical	all
7770180		unresolved	critical	all
7770181		unresolved	critical	all
7770182		unresolved	critical	all
7770183		unresolved	critical	all
7770184		unresolved	critical	all
7770185		unresolved	critical	all
7770186		unresolved	critical	all
7770187		unresolved	critical	all
7770188		unresolved	critical	all
7770189		unresolved	critical	all
7770190		unresolved	critical	all
7770191		unresolved	critical	all
7770192		unresolved	critical	all
7770193		unresolved	critical	all
7770194		unresolved	critical	all
7770195		unresolved	critical	all
7770196		unresolved	critical	all
7770197		unresolved	critical	all
7770198		unresolved	critical	all
7770199		unresolved	critical	all
7770200		unresolved	critical	all
7770201		unresolved	critical	all
7770202		unresolved	critical	all
7770203		unresolved	critical	all
7770204		unresolved	critical	all
7770205		unresolved	critical	all
7770206		unresolved	critical	all
7770207		unresolved	critical	all
7770208		unresolved	critical	all
7770209		unresolved	critical	all
7770210		unresolved	critical	all
7770211		unresolved	critical	all
7770212		unresolved	critical	all
7770213		unresolved	critical	all
7770214		unresolved	critical	all
7770215		unresolved	critical	all
7770216		unresolved	critical	all
7770217		unresolved	critical	all
7770218		unresolved	critical	all
7770219		unresolved	critical	all
7770220		unresolved	critical	all
7770221		unresolved	critical	all
7770222		unresolved	critical	all
7770223		unresolved	critical	all
7770224		unresolved	critical	all
7770225		unresolved	critical	all
7770226		unresolved	critical	all
7770227		unresolved	critical	all
7770228		unresolved	critical	all
7770229		unresolved	critical	all
7770230		unresolved	critical	all
7770231		unresolved	critical	all
7770232		unresolved	critical	all
7770233		unresolved	critical	all
7770234		unresolved	critical	all
7770235		unresolved	critical	all
7770236		unresolved	critical	all
7770237		unresolved	critical	all
7770238		unresolved	critical	all
