source_id	page_id	revision_id	revision_timestamp	revision_sha1	title	canonical_url	revision_url	acquisition_rows	disposition
wiki:eldenpedia:page-134:revision-96812	134	96812	2025-09-04T14:16:04Z	efcc31d7f49928f6f1572f8a00a61ee7fc787dd4	Crimsonspill Crystal Tear	https://eldenring.wiki.gg/wiki/Crimsonspill_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96812	1	lead_only
wiki:eldenpedia:page-623:revision-95373	623	95373	2025-07-27T14:24:21Z	9f76b854e7e5de683dc2bf2e88bed1a12b3db8cd	Crimsonburst Crystal Tear	https://eldenring.wiki.gg/wiki/Crimsonburst_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=95373	1	lead_only
wiki:eldenpedia:page-982:revision-96821	982	96821	2025-09-04T15:26:19Z	a2426d3a32fa463691c05eec5232857710ff8631	Dexterity-knot Crystal Tear	https://eldenring.wiki.gg/wiki/Dexterity-knot_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96821	1	lead_only
wiki:eldenpedia:page-4364:revision-96843	4364	96843	2025-09-04T18:26:08Z	56969237c8a4d662413416c4b7d480eba04e265a	Cerulean Crystal Tear	https://eldenring.wiki.gg/wiki/Cerulean_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96843	1	lead_only
wiki:eldenpedia:page-5506:revision-96910	5506	96910	2025-09-08T16:53:58Z	19edaae6610d572d8d337ff47e27e12f37c00e46	Purifying Crystal Tear	https://eldenring.wiki.gg/wiki/Purifying_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96910	1	lead_only
wiki:eldenpedia:page-6576:revision-96845	6576	96845	2025-09-04T18:27:07Z	13f58d1859bde25d34ac9da48e8f1e2d44ba6300	Windy Crystal Tear	https://eldenring.wiki.gg/wiki/Windy_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96845	1	lead_only
wiki:eldenpedia:page-7290:revision-96842	7290	96842	2025-09-04T18:26:05Z	33beaab322e3c41359c8142e75f23742b7382ce4	Crimson Crystal Tear	https://eldenring.wiki.gg/wiki/Crimson_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96842	1	lead_only
wiki:eldenpedia:page-9211:revision-99410	9211	99410	2026-03-26T18:22:46Z	51b284581c7be79a37fc2c817e20ad59a8c41135	Greenburst Crystal Tear	https://eldenring.wiki.gg/wiki/Greenburst_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=99410	1	lead_only
wiki:eldenpedia:page-9460:revision-96822	9460	96822	2025-09-04T15:26:33Z	cb44217d0142f6089a4b90f85aa59d80424b8ee1	Intelligence-knot Crystal Tear	https://eldenring.wiki.gg/wiki/Intelligence-knot_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96822	1	lead_only
wiki:eldenpedia:page-10069:revision-96823	10069	96823	2025-09-04T15:27:04Z	32dd0a29af169bbc7d5485cc73d5603edceb660a	Faith-knot Crystal Tear	https://eldenring.wiki.gg/wiki/Faith-knot_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96823	1	lead_only
wiki:eldenpedia:page-10644:revision-96820	10644	96820	2025-09-04T15:26:05Z	7baae6f9f4ab450db9076be66e4e70dd50abdce0	Strength-knot Crystal Tear	https://eldenring.wiki.gg/wiki/Strength-knot_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96820	1	lead_only
wiki:eldenpedia:page-10655:revision-96913	10655	96913	2025-09-08T18:00:23Z	fc14803e3759d9ad9c95a6cc5fb3a44d085f0998	Ruptured Crystal Tear	https://eldenring.wiki.gg/wiki/Ruptured_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96913	1	lead_only
wiki:eldenpedia:page-12727:revision-96819	12727	96819	2025-09-04T15:25:54Z	ee6cc5bd77a5329c2bcc4430c763b9248175b1ca	Greenspill Crystal Tear	https://eldenring.wiki.gg/wiki/Greenspill_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96819	1	lead_only
wiki:eldenpedia:page-13099:revision-96904	13099	96904	2025-09-08T16:08:41Z	a6afa302b8c319507294286ac50c11fbf75edd33	Glovewort Crystal Tear	https://eldenring.wiki.gg/wiki/Glovewort_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96904	1	lead_only
wiki:eldenpedia:page-13911:revision-96848	13911	96848	2025-09-04T19:54:08Z	8375d369cb59b8123e589f9e91cd91762f0d1c7a	Winged Crystal Tear	https://eldenring.wiki.gg/wiki/Winged_Crystal_Tear	https://eldenring.wiki.gg/w/index.php?oldid=96848	1	lead_only
