redmaw_url	canonical_url	revision_url	page_id	revision_id	revision_timestamp
https://eldenring.wiki.gg/wiki/Aeonian_Butterfly	https://eldenring.wiki.gg/wiki/Aeonian_Butterfly	https://eldenring.wiki.gg/wiki/Aeonian_Butterfly?oldid=98694	5657	98694	2026-01-13T15:23:07Z
https://eldenring.wiki.gg/wiki/Agheel%27s_Flame	https://eldenring.wiki.gg/wiki/Agheel's_Flame	https://eldenring.wiki.gg/wiki/Agheel's_Flame?oldid=83692	12887	83692	2025-05-02T04:11:27Z
https://eldenring.wiki.gg/wiki/Ancient_Dragon_Smithing_Stone	https://eldenring.wiki.gg/wiki/Ancient_Dragon_Smithing_Stone	https://eldenring.wiki.gg/wiki/Ancient_Dragon_Smithing_Stone?oldid=87032	9242	87032	2025-06-04T19:17:58Z
https://eldenring.wiki.gg/wiki/Ancient_Dragons%27_Lightning_Spear	https://eldenring.wiki.gg/wiki/Ancient_Dragons'_Lightning_Spear	https://eldenring.wiki.gg/wiki/Ancient_Dragons'_Lightning_Spear?oldid=83599	10076	83599	2025-05-02T03:32:27Z
https://eldenring.wiki.gg/wiki/Ancient_Dragons%27_Lightning_Strike	https://eldenring.wiki.gg/wiki/Ancient_Dragons'_Lightning_Strike	https://eldenring.wiki.gg/wiki/Ancient_Dragons'_Lightning_Strike?oldid=83600	12107	83600	2025-05-02T03:32:40Z
https://eldenring.wiki.gg/wiki/Arteria_Leaf	https://eldenring.wiki.gg/wiki/Arteria_Leaf	https://eldenring.wiki.gg/wiki/Arteria_Leaf?oldid=99392	13048	99392	2026-03-24T11:21:07Z
https://eldenring.wiki.gg/wiki/Assassin%27s_Approach	https://eldenring.wiki.gg/wiki/Assassin's_Approach	https://eldenring.wiki.gg/wiki/Assassin's_Approach?oldid=96686	5329	96686	2025-08-28T10:45:10Z
https://eldenring.wiki.gg/wiki/Ballista_Bolt	https://eldenring.wiki.gg/wiki/Ballista_Bolt	https://eldenring.wiki.gg/wiki/Ballista_Bolt?oldid=84958	5638	84958	2025-05-16T11:04:38Z
https://eldenring.wiki.gg/wiki/Beast_Liver	https://eldenring.wiki.gg/wiki/Beast_Liver	https://eldenring.wiki.gg/wiki/Beast_Liver?oldid=49866	13271	49866	2024-08-29T15:49:42Z
https://eldenring.wiki.gg/wiki/Bewitching_Branch	https://eldenring.wiki.gg/wiki/Bewitching_Branch	https://eldenring.wiki.gg/wiki/Bewitching_Branch?oldid=51951	13903	51951	2024-08-06T19:41:15Z
https://eldenring.wiki.gg/wiki/Black_Flame	https://eldenring.wiki.gg/wiki/Black_Flame	https://eldenring.wiki.gg/wiki/Black_Flame?oldid=100663	4761	100663	2026-08-17T00:53:06Z
https://eldenring.wiki.gg/wiki/Black_Flame_Blade	https://eldenring.wiki.gg/wiki/Black_Flame_Blade	https://eldenring.wiki.gg/wiki/Black_Flame_Blade?oldid=83766	3322	83766	2025-05-02T19:46:07Z
https://eldenring.wiki.gg/wiki/Budding_Horn	https://eldenring.wiki.gg/wiki/Budding_Horn	https://eldenring.wiki.gg/wiki/Budding_Horn?oldid=467	130	467	2024-09-28T20:20:46Z
https://eldenring.wiki.gg/wiki/Carian_Phalanx	https://eldenring.wiki.gg/wiki/Carian_Phalanx	https://eldenring.wiki.gg/wiki/Carian_Phalanx?oldid=99547	10153	99547	2026-04-07T21:10:27Z
https://eldenring.wiki.gg/wiki/Carian_Retaliation	https://eldenring.wiki.gg/wiki/Carian_Retaliation	https://eldenring.wiki.gg/wiki/Carian_Retaliation?oldid=99543	14592	99543	2026-04-07T21:06:52Z
https://eldenring.wiki.gg/wiki/Carian_Slicer	https://eldenring.wiki.gg/wiki/Carian_Slicer	https://eldenring.wiki.gg/wiki/Carian_Slicer?oldid=99544	548	99544	2026-04-07T21:08:15Z
https://eldenring.wiki.gg/wiki/Celestial_Dew	https://eldenring.wiki.gg/wiki/Celestial_Dew	https://eldenring.wiki.gg/wiki/Celestial_Dew?oldid=82596	5894	82596	2025-04-14T14:41:32Z
https://eldenring.wiki.gg/wiki/Clarifying_White_Cured_Meat	https://eldenring.wiki.gg/wiki/Clarifying_White_Cured_Meat	https://eldenring.wiki.gg/wiki/Clarifying_White_Cured_Meat?oldid=95206	7006	95206	2025-07-23T09:24:33Z
https://eldenring.wiki.gg/wiki/Composite_Bow	https://eldenring.wiki.gg/wiki/Composite_Bow	https://eldenring.wiki.gg/wiki/Composite_Bow?oldid=99139	10351	99139	2026-02-16T16:57:46Z
https://eldenring.wiki.gg/wiki/Confessor_Hood	https://eldenring.wiki.gg/wiki/Confessor_Hood	https://eldenring.wiki.gg/wiki/Confessor_Hood?oldid=43806	11635	43806	2023-08-26T08:53:54Z
https://eldenring.wiki.gg/wiki/Cracked_Pot	https://eldenring.wiki.gg/wiki/Cracked_Pot	https://eldenring.wiki.gg/wiki/Cracked_Pot?oldid=100681	4811	100681	2026-08-17T23:40:35Z
https://eldenring.wiki.gg/wiki/Darkness	https://eldenring.wiki.gg/wiki/Darkness	https://eldenring.wiki.gg/wiki/Darkness?oldid=83671	12321	83671	2025-05-02T04:05:23Z
https://eldenring.wiki.gg/wiki/Dragonwound_Grease	https://eldenring.wiki.gg/wiki/Dragonwound_Grease	https://eldenring.wiki.gg/wiki/Dragonwound_Grease?oldid=91461	8761	91461	2025-06-16T21:03:48Z
https://eldenring.wiki.gg/wiki/Drawstring_Poison_Grease	https://eldenring.wiki.gg/wiki/Drawstring_Poison_Grease	https://eldenring.wiki.gg/wiki/Drawstring_Poison_Grease?oldid=99328	14506	99328	2026-03-04T11:02:39Z
https://eldenring.wiki.gg/wiki/Dwelling_Arrow	https://eldenring.wiki.gg/wiki/Dwelling_Arrow	https://eldenring.wiki.gg/wiki/Dwelling_Arrow?oldid=19612	5137	19612	2024-09-28T18:21:38Z
https://eldenring.wiki.gg/wiki/Electrify_Armament	https://eldenring.wiki.gg/wiki/Electrify_Armament	https://eldenring.wiki.gg/wiki/Electrify_Armament?oldid=96066	751	96066	2025-08-10T06:11:19Z
https://eldenring.wiki.gg/wiki/Estoc	https://eldenring.wiki.gg/wiki/Estoc	https://eldenring.wiki.gg/wiki/Estoc?oldid=94090	6639	94090	2025-07-05T10:18:29Z
https://eldenring.wiki.gg/wiki/Fan_Daggers	https://eldenring.wiki.gg/wiki/Fan_Daggers	https://eldenring.wiki.gg/wiki/Fan_Daggers?oldid=34635	9165	34635	2024-08-09T06:49:59Z
https://eldenring.wiki.gg/wiki/Festering_Bloody_Finger	https://eldenring.wiki.gg/wiki/Festering_Bloody_Finger	https://eldenring.wiki.gg/wiki/Festering_Bloody_Finger?oldid=9529	2458	9529	2024-06-17T17:56:18Z
https://eldenring.wiki.gg/wiki/Flame,_Fall_Upon_Them	https://eldenring.wiki.gg/wiki/Flame%2C_Fall_Upon_Them	https://eldenring.wiki.gg/wiki/Flame%2C_Fall_Upon_Them?oldid=83621	8297	83621	2025-05-02T03:39:08Z
https://eldenring.wiki.gg/wiki/Flame_Sling	https://eldenring.wiki.gg/wiki/Flame_Sling	https://eldenring.wiki.gg/wiki/Flame_Sling?oldid=83619	3609	83619	2025-05-02T03:38:43Z
https://eldenring.wiki.gg/wiki/Furlcalling_Finger_Remedy	https://eldenring.wiki.gg/wiki/Furlcalling_Finger_Remedy	https://eldenring.wiki.gg/wiki/Furlcalling_Finger_Remedy?oldid=95351	3830	95351	2025-07-26T22:04:07Z
https://eldenring.wiki.gg/wiki/Giantsflame_Take_Thee	https://eldenring.wiki.gg/wiki/Giantsflame_Take_Thee	https://eldenring.wiki.gg/wiki/Giantsflame_Take_Thee?oldid=93215	2523	93215	2025-06-30T02:12:36Z
https://eldenring.wiki.gg/wiki/Glintblade_Phalanx	https://eldenring.wiki.gg/wiki/Glintblade_Phalanx	https://eldenring.wiki.gg/wiki/Glintblade_Phalanx?oldid=99545	10445	99545	2026-04-07T21:09:03Z
https://eldenring.wiki.gg/wiki/Glintstone_Arc	https://eldenring.wiki.gg/wiki/Glintstone_Arc	https://eldenring.wiki.gg/wiki/Glintstone_Arc?oldid=82764	4542	82764	2025-04-20T05:36:58Z
https://eldenring.wiki.gg/wiki/Glintstone_Cometshard	https://eldenring.wiki.gg/wiki/Glintstone_Cometshard	https://eldenring.wiki.gg/wiki/Glintstone_Cometshard?oldid=83181	1402	83181	2025-04-26T18:18:36Z
https://eldenring.wiki.gg/wiki/Glintstone_Pebble	https://eldenring.wiki.gg/wiki/Glintstone_Pebble	https://eldenring.wiki.gg/wiki/Glintstone_Pebble?oldid=100591	8755	100591	2026-08-14T04:31:44Z
https://eldenring.wiki.gg/wiki/Glintstone_Stars	https://eldenring.wiki.gg/wiki/Glintstone_Stars	https://eldenring.wiki.gg/wiki/Glintstone_Stars?oldid=99315	2595	99315	2026-03-03T21:34:31Z
https://eldenring.wiki.gg/wiki/Gold-Pickled_Fowl_Foot	https://eldenring.wiki.gg/wiki/Gold-Pickled_Fowl_Foot	https://eldenring.wiki.gg/wiki/Gold-Pickled_Fowl_Foot?oldid=99002	4358	99002	2026-02-05T07:20:47Z
https://eldenring.wiki.gg/wiki/Golden_Sunflower	https://eldenring.wiki.gg/wiki/Golden_Sunflower	https://eldenring.wiki.gg/wiki/Golden_Sunflower?oldid=83817	12818	83817	2025-05-03T18:29:20Z
https://eldenring.wiki.gg/wiki/Grace_Mimic	https://eldenring.wiki.gg/wiki/Grace_Mimic	https://eldenring.wiki.gg/wiki/Grace_Mimic?oldid=99004	14100	99004	2026-02-05T07:25:14Z
https://eldenring.wiki.gg/wiki/Gravel_Stone	https://eldenring.wiki.gg/wiki/Gravel_Stone	https://eldenring.wiki.gg/wiki/Gravel_Stone?oldid=31316	8323	31316	2024-08-30T22:51:16Z
https://eldenring.wiki.gg/wiki/Gravity_Stone_Chunk	https://eldenring.wiki.gg/wiki/Gravity_Stone_Chunk	https://eldenring.wiki.gg/wiki/Gravity_Stone_Chunk?oldid=70637	11550	70637	2025-01-14T03:03:20Z
https://eldenring.wiki.gg/wiki/Gravity_Stone_Fan	https://eldenring.wiki.gg/wiki/Gravity_Stone_Fan	https://eldenring.wiki.gg/wiki/Gravity_Stone_Fan?oldid=70638	2221	70638	2025-01-14T03:03:55Z
https://eldenring.wiki.gg/wiki/Great_Arrow	https://eldenring.wiki.gg/wiki/Great_Arrow	https://eldenring.wiki.gg/wiki/Great_Arrow?oldid=25044	6677	25044	2022-10-20T10:22:06Z
https://eldenring.wiki.gg/wiki/Great_Glintstone_Shard	https://eldenring.wiki.gg/wiki/Great_Glintstone_Shard	https://eldenring.wiki.gg/wiki/Great_Glintstone_Shard?oldid=99314	6085	99314	2026-03-03T21:33:37Z
https://eldenring.wiki.gg/wiki/Guilty_Hood	https://eldenring.wiki.gg/wiki/Guilty_Hood	https://eldenring.wiki.gg/wiki/Guilty_Hood?oldid=96792	7080	96792	2025-09-03T11:12:31Z
https://eldenring.wiki.gg/wiki/Honed_Bolt	https://eldenring.wiki.gg/wiki/Honed_Bolt	https://eldenring.wiki.gg/wiki/Honed_Bolt?oldid=83598	14021	83598	2025-05-02T03:32:13Z
https://eldenring.wiki.gg/wiki/Immunizing_White_Cured_Meat	https://eldenring.wiki.gg/wiki/Immunizing_White_Cured_Meat	https://eldenring.wiki.gg/wiki/Immunizing_White_Cured_Meat?oldid=98950	9210	98950	2026-02-02T08:16:16Z
https://eldenring.wiki.gg/wiki/Invigorating_White_Cured_Meat	https://eldenring.wiki.gg/wiki/Invigorating_White_Cured_Meat	https://eldenring.wiki.gg/wiki/Invigorating_White_Cured_Meat?oldid=95205	152	95205	2025-07-23T09:24:14Z
https://eldenring.wiki.gg/wiki/Lantern	https://eldenring.wiki.gg/wiki/Lantern	https://eldenring.wiki.gg/wiki/Lantern?oldid=14815	3780	14815	2024-06-15T12:20:44Z
https://eldenring.wiki.gg/wiki/Larval_Tear	https://eldenring.wiki.gg/wiki/Larval_Tear	https://eldenring.wiki.gg/wiki/Larval_Tear?oldid=99687	4911	99687	2026-05-07T11:01:02Z
https://eldenring.wiki.gg/wiki/Law_of_Regression	https://eldenring.wiki.gg/wiki/Law_of_Regression	https://eldenring.wiki.gg/wiki/Law_of_Regression?oldid=83592	13002	83592	2025-05-02T03:30:29Z
https://eldenring.wiki.gg/wiki/Lightning_Spear	https://eldenring.wiki.gg/wiki/Lightning_Spear	https://eldenring.wiki.gg/wiki/Lightning_Spear?oldid=83595	3033	83595	2025-05-02T03:31:29Z
https://eldenring.wiki.gg/wiki/Lord%27s_Aid	https://eldenring.wiki.gg/wiki/Lord's_Aid	https://eldenring.wiki.gg/wiki/Lord's_Aid?oldid=91515	13851	91515	2025-06-19T17:50:21Z
https://eldenring.wiki.gg/wiki/Lord%27s_Heal	https://eldenring.wiki.gg/wiki/Lord's_Heal	https://eldenring.wiki.gg/wiki/Lord's_Heal?oldid=83520	5862	83520	2025-05-01T19:43:47Z
https://eldenring.wiki.gg/wiki/Lost_Ashes_of_War	https://eldenring.wiki.gg/wiki/Lost_Ashes_of_War	https://eldenring.wiki.gg/wiki/Lost_Ashes_of_War?oldid=99824	4437	99824	2026-06-01T14:35:33Z
https://eldenring.wiki.gg/wiki/Lump_of_Flesh	https://eldenring.wiki.gg/wiki/Lump_of_Flesh	https://eldenring.wiki.gg/wiki/Lump_of_Flesh?oldid=100127	4208	100127	2026-07-18T19:49:46Z
